wl	density	SampleID	Locality	Taxon
335.57	2.741	Unique_flower_215	Loc_17	SpeciesB
342.98	3.61	Unique_flower_215	Loc_17	SpeciesB
350.37	2.926	Unique_flower_215	Loc_17	SpeciesB
357.75	2.563	Unique_flower_215	Loc_17	SpeciesB
365.11	3.571	Unique_flower_215	Loc_17	SpeciesB
372.46	3.179	Unique_flower_215	Loc_17	SpeciesB
379.8	2.519	Unique_flower_215	Loc_17	SpeciesB
387.12	3.075	Unique_flower_215	Loc_17	SpeciesB
394.43	3.784	Unique_flower_215	Loc_17	SpeciesB
401.72	5.925	Unique_flower_215	Loc_17	SpeciesB
409	9.309	Unique_flower_215	Loc_17	SpeciesB
416.26	13.609	Unique_flower_215	Loc_17	SpeciesB
423.51	17.637	Unique_flower_215	Loc_17	SpeciesB
430.75	19.946	Unique_flower_215	Loc_17	SpeciesB
439.05	20.524	Unique_flower_215	Loc_17	SpeciesB
446.25	19.932	Unique_flower_215	Loc_17	SpeciesB
453.44	19.955	Unique_flower_215	Loc_17	SpeciesB
460.61	17.692	Unique_flower_215	Loc_17	SpeciesB
467.77	14.994	Unique_flower_215	Loc_17	SpeciesB
474.91	13.446	Unique_flower_215	Loc_17	SpeciesB
482.03	11.05	Unique_flower_215	Loc_17	SpeciesB
489.14	8.822	Unique_flower_215	Loc_17	SpeciesB
496.24	7.544	Unique_flower_215	Loc_17	SpeciesB
503.31	5.986	Unique_flower_215	Loc_17	SpeciesB
511.43	5.066	Unique_flower_215	Loc_17	SpeciesB
518.48	3.731	Unique_flower_215	Loc_17	SpeciesB
525.5	3.701	Unique_flower_215	Loc_17	SpeciesB
532.51	2.197	Unique_flower_215	Loc_17	SpeciesB
539.51	3.842	Unique_flower_215	Loc_17	SpeciesB
546.49	2.257	Unique_flower_215	Loc_17	SpeciesB
553.45	3.01	Unique_flower_215	Loc_17	SpeciesB
560.39	4.57	Unique_flower_215	Loc_17	SpeciesB
567.32	3.015	Unique_flower_215	Loc_17	SpeciesB
574.23	2.895	Unique_flower_215	Loc_17	SpeciesB
581.12	3.532	Unique_flower_215	Loc_17	SpeciesB
587.99	4.151	Unique_flower_215	Loc_17	SpeciesB
594.85	4.453	Unique_flower_215	Loc_17	SpeciesB
601.69	6.675	Unique_flower_215	Loc_17	SpeciesB
608.51	7.291	Unique_flower_215	Loc_17	SpeciesB
615.32	9.51	Unique_flower_215	Loc_17	SpeciesB
622.11	9.989	Unique_flower_215	Loc_17	SpeciesB
628.88	9.633	Unique_flower_215	Loc_17	SpeciesB
635.63	11.76	Unique_flower_215	Loc_17	SpeciesB
642.36	13.014	Unique_flower_215	Loc_17	SpeciesB
649.07	15.834	Unique_flower_215	Loc_17	SpeciesB
655.77	20.773	Unique_flower_215	Loc_17	SpeciesB
662.45	23.816	Unique_flower_215	Loc_17	SpeciesB
669.11	27.881	Unique_flower_215	Loc_17	SpeciesB
675.75	31.379	Unique_flower_215	Loc_17	SpeciesB
682.37	33.287	Unique_flower_215	Loc_17	SpeciesB
688.97	36.288	Unique_flower_215	Loc_17	SpeciesB
695.55	36.333	Unique_flower_215	Loc_17	SpeciesB
298.34	0.521	Unique_flower_224	Loc_2	SpeciesB
305.82	-0.599	Unique_flower_224	Loc_2	SpeciesB
313.27	0	Unique_flower_224	Loc_2	SpeciesB
320.72	0.547	Unique_flower_224	Loc_2	SpeciesB
328.15	0.203	Unique_flower_224	Loc_2	SpeciesB
335.57	-0.125	Unique_flower_224	Loc_2	SpeciesB
342.98	1.015	Unique_flower_224	Loc_2	SpeciesB
350.37	0.675	Unique_flower_224	Loc_2	SpeciesB
357.75	0.308	Unique_flower_224	Loc_2	SpeciesB
365.11	1.19	Unique_flower_224	Loc_2	SpeciesB
372.46	1.169	Unique_flower_224	Loc_2	SpeciesB
379.8	0.468	Unique_flower_224	Loc_2	SpeciesB
387.12	1.809	Unique_flower_224	Loc_2	SpeciesB
394.43	2.442	Unique_flower_224	Loc_2	SpeciesB
401.72	5.139	Unique_flower_224	Loc_2	SpeciesB
409	8.541	Unique_flower_224	Loc_2	SpeciesB
416.26	11.324	Unique_flower_224	Loc_2	SpeciesB
423.51	13.925	Unique_flower_224	Loc_2	SpeciesB
430.75	14.449	Unique_flower_224	Loc_2	SpeciesB
439.05	13.547	Unique_flower_224	Loc_2	SpeciesB
446.25	12.473	Unique_flower_224	Loc_2	SpeciesB
453.44	12.337	Unique_flower_224	Loc_2	SpeciesB
460.61	10.332	Unique_flower_224	Loc_2	SpeciesB
467.77	7.819	Unique_flower_224	Loc_2	SpeciesB
474.91	6.954	Unique_flower_224	Loc_2	SpeciesB
482.03	4.988	Unique_flower_224	Loc_2	SpeciesB
489.14	3.445	Unique_flower_224	Loc_2	SpeciesB
496.24	2.418	Unique_flower_224	Loc_2	SpeciesB
503.31	1.864	Unique_flower_224	Loc_2	SpeciesB
511.43	1.744	Unique_flower_224	Loc_2	SpeciesB
518.48	0.651	Unique_flower_224	Loc_2	SpeciesB
525.5	1.076	Unique_flower_224	Loc_2	SpeciesB
532.51	0.122	Unique_flower_224	Loc_2	SpeciesB
539.51	1.552	Unique_flower_224	Loc_2	SpeciesB
546.49	0.161	Unique_flower_224	Loc_2	SpeciesB
553.45	0.551	Unique_flower_224	Loc_2	SpeciesB
560.39	1.384	Unique_flower_224	Loc_2	SpeciesB
567.32	0.367	Unique_flower_224	Loc_2	SpeciesB
574.23	0.601	Unique_flower_224	Loc_2	SpeciesB
581.12	1.213	Unique_flower_224	Loc_2	SpeciesB
587.99	2.321	Unique_flower_224	Loc_2	SpeciesB
594.85	3.403	Unique_flower_224	Loc_2	SpeciesB
601.69	6.968	Unique_flower_224	Loc_2	SpeciesB
608.51	11.385	Unique_flower_224	Loc_2	SpeciesB
615.32	16.37	Unique_flower_224	Loc_2	SpeciesB
622.11	21.601	Unique_flower_224	Loc_2	SpeciesB
628.88	24.663	Unique_flower_224	Loc_2	SpeciesB
635.63	30.51	Unique_flower_224	Loc_2	SpeciesB
642.36	33.795	Unique_flower_224	Loc_2	SpeciesB
649.07	36.865	Unique_flower_224	Loc_2	SpeciesB
655.77	41.787	Unique_flower_224	Loc_2	SpeciesB
662.45	43.356	Unique_flower_224	Loc_2	SpeciesB
669.11	44.981	Unique_flower_224	Loc_2	SpeciesB
675.75	47.28	Unique_flower_224	Loc_2	SpeciesB
682.37	48.097	Unique_flower_224	Loc_2	SpeciesB
688.97	48.996	Unique_flower_224	Loc_2	SpeciesB
695.55	47.866	Unique_flower_224	Loc_2	SpeciesB
298.34	2.995	Unique_flower_226	Loc_2	SpeciesB
305.82	1.996	Unique_flower_226	Loc_2	SpeciesB
313.27	2.494	Unique_flower_226	Loc_2	SpeciesB
320.72	2.597	Unique_flower_226	Loc_2	SpeciesB
328.15	2.635	Unique_flower_226	Loc_2	SpeciesB
335.57	1.62	Unique_flower_226	Loc_2	SpeciesB
342.98	2.876	Unique_flower_226	Loc_2	SpeciesB
350.37	2.814	Unique_flower_226	Loc_2	SpeciesB
357.75	2.05	Unique_flower_226	Loc_2	SpeciesB
365.11	2.238	Unique_flower_226	Loc_2	SpeciesB
372.46	2.665	Unique_flower_226	Loc_2	SpeciesB
379.8	2.303	Unique_flower_226	Loc_2	SpeciesB
387.12	3.003	Unique_flower_226	Loc_2	SpeciesB
394.43	3.853	Unique_flower_226	Loc_2	SpeciesB
401.72	7.527	Unique_flower_226	Loc_2	SpeciesB
409	11.804	Unique_flower_226	Loc_2	SpeciesB
416.26	16.364	Unique_flower_226	Loc_2	SpeciesB
423.51	19.567	Unique_flower_226	Loc_2	SpeciesB
430.75	21.197	Unique_flower_226	Loc_2	SpeciesB
439.05	21.205	Unique_flower_226	Loc_2	SpeciesB
446.25	20.272	Unique_flower_226	Loc_2	SpeciesB
453.44	19.987	Unique_flower_226	Loc_2	SpeciesB
460.61	17.795	Unique_flower_226	Loc_2	SpeciesB
467.77	14.792	Unique_flower_226	Loc_2	SpeciesB
474.91	12.793	Unique_flower_226	Loc_2	SpeciesB
482.03	10.911	Unique_flower_226	Loc_2	SpeciesB
489.14	7.952	Unique_flower_226	Loc_2	SpeciesB
496.24	5.835	Unique_flower_226	Loc_2	SpeciesB
503.31	4.767	Unique_flower_226	Loc_2	SpeciesB
511.43	3.945	Unique_flower_226	Loc_2	SpeciesB
518.48	2.95	Unique_flower_226	Loc_2	SpeciesB
525.5	2.84	Unique_flower_226	Loc_2	SpeciesB
532.51	2.116	Unique_flower_226	Loc_2	SpeciesB
539.51	2.755	Unique_flower_226	Loc_2	SpeciesB
546.49	1.29	Unique_flower_226	Loc_2	SpeciesB
553.45	1.526	Unique_flower_226	Loc_2	SpeciesB
560.39	2.474	Unique_flower_226	Loc_2	SpeciesB
567.32	1.915	Unique_flower_226	Loc_2	SpeciesB
574.23	1.993	Unique_flower_226	Loc_2	SpeciesB
581.12	2.596	Unique_flower_226	Loc_2	SpeciesB
587.99	3.386	Unique_flower_226	Loc_2	SpeciesB
594.85	4.071	Unique_flower_226	Loc_2	SpeciesB
601.69	6.578	Unique_flower_226	Loc_2	SpeciesB
608.51	7.291	Unique_flower_226	Loc_2	SpeciesB
615.32	9.573	Unique_flower_226	Loc_2	SpeciesB
622.11	10.927	Unique_flower_226	Loc_2	SpeciesB
628.88	10.907	Unique_flower_226	Loc_2	SpeciesB
635.63	12.952	Unique_flower_226	Loc_2	SpeciesB
642.36	16.499	Unique_flower_226	Loc_2	SpeciesB
649.07	20.472	Unique_flower_226	Loc_2	SpeciesB
655.77	26.849	Unique_flower_226	Loc_2	SpeciesB
662.45	31.54	Unique_flower_226	Loc_2	SpeciesB
669.11	37.732	Unique_flower_226	Loc_2	SpeciesB
675.75	42.448	Unique_flower_226	Loc_2	SpeciesB
682.37	45.667	Unique_flower_226	Loc_2	SpeciesB
688.97	48.821	Unique_flower_226	Loc_2	SpeciesB
695.55	48.923	Unique_flower_226	Loc_2	SpeciesB
298.34	2.474	Unique_flower_227	Loc_2	SpeciesB
305.82	2.695	Unique_flower_227	Loc_2	SpeciesB
313.27	2.244	Unique_flower_227	Loc_2	SpeciesB
320.72	2.392	Unique_flower_227	Loc_2	SpeciesB
328.15	2.162	Unique_flower_227	Loc_2	SpeciesB
335.57	1.931	Unique_flower_227	Loc_2	SpeciesB
342.98	2.651	Unique_flower_227	Loc_2	SpeciesB
350.37	2.645	Unique_flower_227	Loc_2	SpeciesB
357.75	1.538	Unique_flower_227	Loc_2	SpeciesB
365.11	2.286	Unique_flower_227	Loc_2	SpeciesB
372.46	2.571	Unique_flower_227	Loc_2	SpeciesB
379.8	2.087	Unique_flower_227	Loc_2	SpeciesB
387.12	3.98	Unique_flower_227	Loc_2	SpeciesB
394.43	5.917	Unique_flower_227	Loc_2	SpeciesB
401.72	10.973	Unique_flower_227	Loc_2	SpeciesB
409	16.571	Unique_flower_227	Loc_2	SpeciesB
416.26	22.48	Unique_flower_227	Loc_2	SpeciesB
423.51	26.306	Unique_flower_227	Loc_2	SpeciesB
430.75	28.68	Unique_flower_227	Loc_2	SpeciesB
439.05	29.238	Unique_flower_227	Loc_2	SpeciesB
446.25	28.722	Unique_flower_227	Loc_2	SpeciesB
453.44	27.096	Unique_flower_227	Loc_2	SpeciesB
460.61	25.777	Unique_flower_227	Loc_2	SpeciesB
467.77	21.644	Unique_flower_227	Loc_2	SpeciesB
474.91	18.978	Unique_flower_227	Loc_2	SpeciesB
482.03	14.825	Unique_flower_227	Loc_2	SpeciesB
489.14	11.848	Unique_flower_227	Loc_2	SpeciesB
496.24	8.64	Unique_flower_227	Loc_2	SpeciesB
503.31	6.81	Unique_flower_227	Loc_2	SpeciesB
511.43	5.565	Unique_flower_227	Loc_2	SpeciesB
518.48	3.514	Unique_flower_227	Loc_2	SpeciesB
525.5	3.442	Unique_flower_227	Loc_2	SpeciesB
532.51	2.156	Unique_flower_227	Loc_2	SpeciesB
539.51	3.182	Unique_flower_227	Loc_2	SpeciesB
546.49	2.136	Unique_flower_227	Loc_2	SpeciesB
553.45	2.543	Unique_flower_227	Loc_2	SpeciesB
560.39	3.019	Unique_flower_227	Loc_2	SpeciesB
567.32	1.956	Unique_flower_227	Loc_2	SpeciesB
574.23	2.075	Unique_flower_227	Loc_2	SpeciesB
581.12	2.553	Unique_flower_227	Loc_2	SpeciesB
587.99	3.441	Unique_flower_227	Loc_2	SpeciesB
594.85	3.69	Unique_flower_227	Loc_2	SpeciesB
601.69	5.536	Unique_flower_227	Loc_2	SpeciesB
608.51	6.428	Unique_flower_227	Loc_2	SpeciesB
615.32	7.203	Unique_flower_227	Loc_2	SpeciesB
622.11	7.789	Unique_flower_227	Loc_2	SpeciesB
628.88	6.897	Unique_flower_227	Loc_2	SpeciesB
635.63	9.581	Unique_flower_227	Loc_2	SpeciesB
642.36	12.93	Unique_flower_227	Loc_2	SpeciesB
649.07	17.353	Unique_flower_227	Loc_2	SpeciesB
655.77	25.432	Unique_flower_227	Loc_2	SpeciesB
662.45	32.414	Unique_flower_227	Loc_2	SpeciesB
669.11	38.755	Unique_flower_227	Loc_2	SpeciesB
675.75	45.685	Unique_flower_227	Loc_2	SpeciesB
682.37	50.711	Unique_flower_227	Loc_2	SpeciesB
688.97	55.371	Unique_flower_227	Loc_2	SpeciesB
695.55	56.063	Unique_flower_227	Loc_2	SpeciesB
298.34	0.521	Unique_flower_228	Loc_2	SpeciesB
305.82	0.898	Unique_flower_228	Loc_2	SpeciesB
313.27	1.912	Unique_flower_228	Loc_2	SpeciesB
320.72	1.572	Unique_flower_228	Loc_2	SpeciesB
328.15	0.946	Unique_flower_228	Loc_2	SpeciesB
335.57	0.997	Unique_flower_228	Loc_2	SpeciesB
342.98	1.748	Unique_flower_228	Loc_2	SpeciesB
350.37	1.013	Unique_flower_228	Loc_2	SpeciesB
357.75	0.923	Unique_flower_228	Loc_2	SpeciesB
365.11	1.333	Unique_flower_228	Loc_2	SpeciesB
372.46	2.151	Unique_flower_228	Loc_2	SpeciesB
379.8	1.691	Unique_flower_228	Loc_2	SpeciesB
387.12	2.786	Unique_flower_228	Loc_2	SpeciesB
394.43	3.887	Unique_flower_228	Loc_2	SpeciesB
401.72	7.164	Unique_flower_228	Loc_2	SpeciesB
409	12.22	Unique_flower_228	Loc_2	SpeciesB
416.26	17.272	Unique_flower_228	Loc_2	SpeciesB
423.51	20.932	Unique_flower_228	Loc_2	SpeciesB
430.75	22.83	Unique_flower_228	Loc_2	SpeciesB
439.05	23.622	Unique_flower_228	Loc_2	SpeciesB
446.25	22.625	Unique_flower_228	Loc_2	SpeciesB
453.44	21.422	Unique_flower_228	Loc_2	SpeciesB
460.61	19.938	Unique_flower_228	Loc_2	SpeciesB
467.77	17.13	Unique_flower_228	Loc_2	SpeciesB
474.91	15.828	Unique_flower_228	Loc_2	SpeciesB
482.03	12.781	Unique_flower_228	Loc_2	SpeciesB
489.14	10.496	Unique_flower_228	Loc_2	SpeciesB
496.24	8.027	Unique_flower_228	Loc_2	SpeciesB
503.31	6.416	Unique_flower_228	Loc_2	SpeciesB
511.43	5.897	Unique_flower_228	Loc_2	SpeciesB
518.48	4.121	Unique_flower_228	Loc_2	SpeciesB
525.5	3.356	Unique_flower_228	Loc_2	SpeciesB
532.51	2.441	Unique_flower_228	Loc_2	SpeciesB
539.51	3.454	Unique_flower_228	Loc_2	SpeciesB
546.49	1.854	Unique_flower_228	Loc_2	SpeciesB
553.45	2.035	Unique_flower_228	Loc_2	SpeciesB
560.39	3.061	Unique_flower_228	Loc_2	SpeciesB
567.32	2.486	Unique_flower_228	Loc_2	SpeciesB
574.23	2.567	Unique_flower_228	Loc_2	SpeciesB
581.12	3.277	Unique_flower_228	Loc_2	SpeciesB
587.99	4.123	Unique_flower_228	Loc_2	SpeciesB
594.85	4.803	Unique_flower_228	Loc_2	SpeciesB
601.69	6.773	Unique_flower_228	Loc_2	SpeciesB
608.51	8.123	Unique_flower_228	Loc_2	SpeciesB
615.32	9.947	Unique_flower_228	Loc_2	SpeciesB
622.11	11.143	Unique_flower_228	Loc_2	SpeciesB
628.88	11.244	Unique_flower_228	Loc_2	SpeciesB
635.63	13.569	Unique_flower_228	Loc_2	SpeciesB
642.36	16.583	Unique_flower_228	Loc_2	SpeciesB
649.07	20.832	Unique_flower_228	Loc_2	SpeciesB
655.77	25.841	Unique_flower_228	Loc_2	SpeciesB
662.45	29.977	Unique_flower_228	Loc_2	SpeciesB
669.11	34.433	Unique_flower_228	Loc_2	SpeciesB
675.75	39.071	Unique_flower_228	Loc_2	SpeciesB
682.37	41.953	Unique_flower_228	Loc_2	SpeciesB
688.97	43.581	Unique_flower_228	Loc_2	SpeciesB
695.55	43.937	Unique_flower_228	Loc_2	SpeciesB
298.34	3.776	Unique_flower_229	Loc_2	SpeciesB
305.82	3.792	Unique_flower_229	Loc_2	SpeciesB
313.27	4.821	Unique_flower_229	Loc_2	SpeciesB
320.72	3.691	Unique_flower_229	Loc_2	SpeciesB
328.15	3.243	Unique_flower_229	Loc_2	SpeciesB
335.57	3.115	Unique_flower_229	Loc_2	SpeciesB
342.98	4.174	Unique_flower_229	Loc_2	SpeciesB
350.37	4.221	Unique_flower_229	Loc_2	SpeciesB
357.75	2.563	Unique_flower_229	Loc_2	SpeciesB
365.11	3.381	Unique_flower_229	Loc_2	SpeciesB
372.46	3.553	Unique_flower_229	Loc_2	SpeciesB
379.8	3.167	Unique_flower_229	Loc_2	SpeciesB
387.12	4.233	Unique_flower_229	Loc_2	SpeciesB
394.43	4.678	Unique_flower_229	Loc_2	SpeciesB
401.72	8.071	Unique_flower_229	Loc_2	SpeciesB
409	12.06	Unique_flower_229	Loc_2	SpeciesB
416.26	16.767	Unique_flower_229	Loc_2	SpeciesB
423.51	19.774	Unique_flower_229	Loc_2	SpeciesB
430.75	21.224	Unique_flower_229	Loc_2	SpeciesB
439.05	20.762	Unique_flower_229	Loc_2	SpeciesB
446.25	20.18	Unique_flower_229	Loc_2	SpeciesB
453.44	19.382	Unique_flower_229	Loc_2	SpeciesB
460.61	17.243	Unique_flower_229	Loc_2	SpeciesB
467.77	15.276	Unique_flower_229	Loc_2	SpeciesB
474.91	13.907	Unique_flower_229	Loc_2	SpeciesB
482.03	11.465	Unique_flower_229	Loc_2	SpeciesB
489.14	9.015	Unique_flower_229	Loc_2	SpeciesB
496.24	7.028	Unique_flower_229	Loc_2	SpeciesB
503.31	5.95	Unique_flower_229	Loc_2	SpeciesB
511.43	5.025	Unique_flower_229	Loc_2	SpeciesB
518.48	3.644	Unique_flower_229	Loc_2	SpeciesB
525.5	3.184	Unique_flower_229	Loc_2	SpeciesB
532.51	1.871	Unique_flower_229	Loc_2	SpeciesB
539.51	3.104	Unique_flower_229	Loc_2	SpeciesB
546.49	1.653	Unique_flower_229	Loc_2	SpeciesB
553.45	2.586	Unique_flower_229	Loc_2	SpeciesB
560.39	2.977	Unique_flower_229	Loc_2	SpeciesB
567.32	2.241	Unique_flower_229	Loc_2	SpeciesB
574.23	2.267	Unique_flower_229	Loc_2	SpeciesB
581.12	3.106	Unique_flower_229	Loc_2	SpeciesB
587.99	3.304	Unique_flower_229	Loc_2	SpeciesB
594.85	3.276	Unique_flower_229	Loc_2	SpeciesB
601.69	4.852	Unique_flower_229	Loc_2	SpeciesB
608.51	5.82	Unique_flower_229	Loc_2	SpeciesB
615.32	6.891	Unique_flower_229	Loc_2	SpeciesB
622.11	8.042	Unique_flower_229	Loc_2	SpeciesB
628.88	7.609	Unique_flower_229	Loc_2	SpeciesB
635.63	9.704	Unique_flower_229	Loc_2	SpeciesB
642.36	12.888	Unique_flower_229	Loc_2	SpeciesB
649.07	17.633	Unique_flower_229	Loc_2	SpeciesB
655.77	23.871	Unique_flower_229	Loc_2	SpeciesB
662.45	30.621	Unique_flower_229	Loc_2	SpeciesB
669.11	37.035	Unique_flower_229	Loc_2	SpeciesB
675.75	42.683	Unique_flower_229	Loc_2	SpeciesB
682.37	46.538	Unique_flower_229	Loc_2	SpeciesB
688.97	51.223	Unique_flower_229	Loc_2	SpeciesB
695.55	53.359	Unique_flower_229	Loc_2	SpeciesB
298.34	2.083	Unique_flower_230	Loc_2	SpeciesB
305.82	3.094	Unique_flower_230	Loc_2	SpeciesB
313.27	1.579	Unique_flower_230	Loc_2	SpeciesB
320.72	2.051	Unique_flower_230	Loc_2	SpeciesB
328.15	2.297	Unique_flower_230	Loc_2	SpeciesB
335.57	1.308	Unique_flower_230	Loc_2	SpeciesB
342.98	2.312	Unique_flower_230	Loc_2	SpeciesB
350.37	1.857	Unique_flower_230	Loc_2	SpeciesB
357.75	1.486	Unique_flower_230	Loc_2	SpeciesB
365.11	2.286	Unique_flower_230	Loc_2	SpeciesB
372.46	2.525	Unique_flower_230	Loc_2	SpeciesB
379.8	1.907	Unique_flower_230	Loc_2	SpeciesB
387.12	3.039	Unique_flower_230	Loc_2	SpeciesB
394.43	3.337	Unique_flower_230	Loc_2	SpeciesB
401.72	6.409	Unique_flower_230	Loc_2	SpeciesB
409	9.277	Unique_flower_230	Loc_2	SpeciesB
416.26	12.5	Unique_flower_230	Loc_2	SpeciesB
423.51	14.608	Unique_flower_230	Loc_2	SpeciesB
430.75	15.728	Unique_flower_230	Loc_2	SpeciesB
439.05	14.874	Unique_flower_230	Loc_2	SpeciesB
446.25	14.175	Unique_flower_230	Loc_2	SpeciesB
453.44	13.931	Unique_flower_230	Loc_2	SpeciesB
460.61	12.094	Unique_flower_230	Loc_2	SpeciesB
467.77	10.399	Unique_flower_230	Loc_2	SpeciesB
474.91	8.605	Unique_flower_230	Loc_2	SpeciesB
482.03	6.754	Unique_flower_230	Loc_2	SpeciesB
489.14	4.797	Unique_flower_230	Loc_2	SpeciesB
496.24	3.836	Unique_flower_230	Loc_2	SpeciesB
503.31	3.047	Unique_flower_230	Loc_2	SpeciesB
511.43	2.741	Unique_flower_230	Loc_2	SpeciesB
518.48	1.649	Unique_flower_230	Loc_2	SpeciesB
525.5	2.41	Unique_flower_230	Loc_2	SpeciesB
532.51	0.57	Unique_flower_230	Loc_2	SpeciesB
539.51	2.522	Unique_flower_230	Loc_2	SpeciesB
546.49	0.605	Unique_flower_230	Loc_2	SpeciesB
553.45	1.611	Unique_flower_230	Loc_2	SpeciesB
560.39	1.635	Unique_flower_230	Loc_2	SpeciesB
567.32	0.896	Unique_flower_230	Loc_2	SpeciesB
574.23	1.092	Unique_flower_230	Loc_2	SpeciesB
581.12	1.936	Unique_flower_230	Loc_2	SpeciesB
587.99	2.485	Unique_flower_230	Loc_2	SpeciesB
594.85	2.481	Unique_flower_230	Loc_2	SpeciesB
601.69	3.973	Unique_flower_230	Loc_2	SpeciesB
608.51	4.957	Unique_flower_230	Loc_2	SpeciesB
615.32	6.361	Unique_flower_230	Loc_2	SpeciesB
622.11	6.563	Unique_flower_230	Loc_2	SpeciesB
628.88	6.259	Unique_flower_230	Loc_2	SpeciesB
635.63	8.183	Unique_flower_230	Loc_2	SpeciesB
642.36	10.285	Unique_flower_230	Loc_2	SpeciesB
649.07	14.074	Unique_flower_230	Loc_2	SpeciesB
655.77	19.452	Unique_flower_230	Loc_2	SpeciesB
662.45	24	Unique_flower_230	Loc_2	SpeciesB
669.11	27.649	Unique_flower_230	Loc_2	SpeciesB
675.75	32.411	Unique_flower_230	Loc_2	SpeciesB
682.37	34.892	Unique_flower_230	Loc_2	SpeciesB
688.97	37.424	Unique_flower_230	Loc_2	SpeciesB
695.55	36.164	Unique_flower_230	Loc_2	SpeciesB
298.34	2.865	Unique_flower_231	Loc_2	SpeciesB
305.82	3.892	Unique_flower_231	Loc_2	SpeciesB
313.27	4.073	Unique_flower_231	Loc_2	SpeciesB
320.72	3.623	Unique_flower_231	Loc_2	SpeciesB
328.15	3.514	Unique_flower_231	Loc_2	SpeciesB
335.57	2.492	Unique_flower_231	Loc_2	SpeciesB
342.98	3.892	Unique_flower_231	Loc_2	SpeciesB
350.37	3.039	Unique_flower_231	Loc_2	SpeciesB
357.75	2.512	Unique_flower_231	Loc_2	SpeciesB
365.11	3.286	Unique_flower_231	Loc_2	SpeciesB
372.46	3.319	Unique_flower_231	Loc_2	SpeciesB
379.8	3.059	Unique_flower_231	Loc_2	SpeciesB
387.12	3.509	Unique_flower_231	Loc_2	SpeciesB
394.43	4.541	Unique_flower_231	Loc_2	SpeciesB
401.72	8.797	Unique_flower_231	Loc_2	SpeciesB
409	12.732	Unique_flower_231	Loc_2	SpeciesB
416.26	17.473	Unique_flower_231	Loc_2	SpeciesB
423.51	20.695	Unique_flower_231	Loc_2	SpeciesB
430.75	22.231	Unique_flower_231	Loc_2	SpeciesB
439.05	22.192	Unique_flower_231	Loc_2	SpeciesB
446.25	21.603	Unique_flower_231	Loc_2	SpeciesB
453.44	20.784	Unique_flower_231	Loc_2	SpeciesB
460.61	19.523	Unique_flower_231	Loc_2	SpeciesB
467.77	17.09	Unique_flower_231	Loc_2	SpeciesB
474.91	15.06	Unique_flower_231	Loc_2	SpeciesB
482.03	12.781	Unique_flower_231	Loc_2	SpeciesB
489.14	10.045	Unique_flower_231	Loc_2	SpeciesB
496.24	7.801	Unique_flower_231	Loc_2	SpeciesB
503.31	6.237	Unique_flower_231	Loc_2	SpeciesB
511.43	5.606	Unique_flower_231	Loc_2	SpeciesB
518.48	4.946	Unique_flower_231	Loc_2	SpeciesB
525.5	4.346	Unique_flower_231	Loc_2	SpeciesB
532.51	2.116	Unique_flower_231	Loc_2	SpeciesB
539.51	3.803	Unique_flower_231	Loc_2	SpeciesB
546.49	2.459	Unique_flower_231	Loc_2	SpeciesB
553.45	2.967	Unique_flower_231	Loc_2	SpeciesB
560.39	3.396	Unique_flower_231	Loc_2	SpeciesB
567.32	2.363	Unique_flower_231	Loc_2	SpeciesB
574.23	2.212	Unique_flower_231	Loc_2	SpeciesB
581.12	3.17	Unique_flower_231	Loc_2	SpeciesB
587.99	4.042	Unique_flower_231	Loc_2	SpeciesB
594.85	4.771	Unique_flower_231	Loc_2	SpeciesB
601.69	6.903	Unique_flower_231	Loc_2	SpeciesB
608.51	8.858	Unique_flower_231	Loc_2	SpeciesB
615.32	10.228	Unique_flower_231	Loc_2	SpeciesB
622.11	11.251	Unique_flower_231	Loc_2	SpeciesB
628.88	11.544	Unique_flower_231	Loc_2	SpeciesB
635.63	13.98	Unique_flower_231	Loc_2	SpeciesB
642.36	16.793	Unique_flower_231	Loc_2	SpeciesB
649.07	21.391	Unique_flower_231	Loc_2	SpeciesB
655.77	27.185	Unique_flower_231	Loc_2	SpeciesB
662.45	31.31	Unique_flower_231	Loc_2	SpeciesB
669.11	35.641	Unique_flower_231	Loc_2	SpeciesB
675.75	40.15	Unique_flower_231	Loc_2	SpeciesB
682.37	41.586	Unique_flower_231	Loc_2	SpeciesB
688.97	44.279	Unique_flower_231	Loc_2	SpeciesB
695.55	43.937	Unique_flower_231	Loc_2	SpeciesB
298.34	0.13	Unique_flower_232	Loc_2	SpeciesB
305.82	0.599	Unique_flower_232	Loc_2	SpeciesB
313.27	1.164	Unique_flower_232	Loc_2	SpeciesB
320.72	1.23	Unique_flower_232	Loc_2	SpeciesB
328.15	1.149	Unique_flower_232	Loc_2	SpeciesB
335.57	0.249	Unique_flower_232	Loc_2	SpeciesB
342.98	1.015	Unique_flower_232	Loc_2	SpeciesB
350.37	1.013	Unique_flower_232	Loc_2	SpeciesB
357.75	0.718	Unique_flower_232	Loc_2	SpeciesB
365.11	1.381	Unique_flower_232	Loc_2	SpeciesB
372.46	2.197	Unique_flower_232	Loc_2	SpeciesB
379.8	2.159	Unique_flower_232	Loc_2	SpeciesB
387.12	4.088	Unique_flower_232	Loc_2	SpeciesB
394.43	6.708	Unique_flower_232	Loc_2	SpeciesB
401.72	12.878	Unique_flower_232	Loc_2	SpeciesB
